transaction_id,customer_id,customer_name,product_id,product_name,category,quantity,price,transaction_date,store_id,profit
TXN000038,CUST903,,PROD279,Unknown,Unknown,45,512.35,2025-09-19,STORE65,23055.75
TXN000039,CUST469,,PROD319,Unknown,Unknown,32,998.76,2025-09-01,STORE19,31960.32
TXN000040,CUST223,,PROD104,Unknown,Unknown,27,497.05,2025-09-16,STORE4,13420.35
TXN000041,CUST892,,PROD455,Unknown,Unknown,95,502.4,2025-09-04,STORE72,47728.0
TXN000042,CUST185,,PROD39,Unknown,Unknown,55,716.19,2025-09-05,STORE60,39390.450000000004
TXN000043,CUST962,,PROD250,Unknown,Unknown,65,149.79,2025-09-23,STORE46,9736.35
TXN000044,CUST603,,PROD461,Unknown,Unknown,57,589.6,2025-09-17,STORE53,33607.200000000004
TXN000045,CUST687,,PROD35,Unknown,Unknown,95,907.19,2025-09-25,STORE77,86183.05
TXN000046,CUST281,,PROD333,Unknown,Unknown,75,691.35,2025-09-22,STORE19,51851.25
TXN000047,CUST735,,PROD108,Unknown,Unknown,43,46.39,2025-09-05,STORE95,1994.77
TXN000048,CUST412,,PROD80,Unknown,Unknown,74,56.75,2025-09-13,STORE20,4199.5
TXN000049,CUST522,,PROD470,Unknown,Unknown,40,980.85,2025-09-23,STORE52,39234.0
TXN000050,CUST274,,PROD34,Unknown,Unknown,78,90.69,2025-09-24,STORE1,7073.82
TXN000051,CUST896,,PROD5,Unknown,Unknown,80,423.9,2025-09-04,STORE97,33912.0
TXN000052,CUST485,,PROD54,Unknown,Unknown,41,833.99,2025-09-25,STORE12,34193.590000000004
TXN000053,CUST899,,PROD43,Unknown,Unknown,100,15.05,2025-09-10,STORE43,1505.0
TXN000054,CUST491,,PROD398,Unknown,Unknown,20,853.66,2025-09-26,STORE95,17073.2
TXN000055,CUST298,,PROD67,Unknown,Unknown,92,770.59,2025-09-22,STORE17,70894.28
TXN000056,CUST185,,PROD389,Unknown,Unknown,45,340.45,2025-08-31,STORE68,15320.25
TXN000057,CUST698,,PROD432,Unknown,Unknown,28,246.09,2025-09-17,STORE83,6890.52
TXN000058,CUST767,,PROD343,Unknown,Unknown,5,507.2,2025-09-11,STORE42,2536.0
TXN000059,CUST464,,PROD419,Unknown,Unknown,51,695.19,2025-09-15,STORE84,35454.69
TXN000060,CUST29,,PROD380,Unknown,Unknown,38,337.96,2025-09-01,STORE16,12842.48
TXN000061,CUST78,,PROD278,Unknown,Unknown,45,320.69,2025-09-08,STORE40,14431.05
TXN000062,CUST53,,PROD310,Unknown,Unknown,21,621.05,2025-09-25,STORE45,13042.05
TXN000063,CUST183,,PROD318,Unknown,Unknown,3,298.99,2025-09-10,STORE56,896.97
TXN000064,CUST297,,PROD319,Unknown,Unknown,94,158.25,2025-09-10,STORE79,14875.5
TXN000065,CUST492,,PROD120,Unknown,Unknown,39,328.65,2025-09-02,STORE68,12817.349999999999
TXN000066,CUST534,,PROD394,Unknown,Unknown,47,745.59,2025-09-07,STORE28,35042.73
TXN000067,CUST778,,PROD422,Unknown,Unknown,78,757.99,2025-09-26,STORE30,59123.22
TXN000068,CUST342,,PROD63,Unknown,Unknown,38,614.45,2025-09-28,STORE93,23349.100000000002
TXN000069,CUST470,,PROD431,Unknown,Unknown,40,321.95,2025-09-02,STORE12,12878.0
TXN000070,CUST962,,PROD446,Unknown,Unknown,66,902.45,2025-09-19,STORE20,59561.700000000004
TXN000071,CUST842,,PROD378,Unknown,Unknown,72,696.8,2025-09-12,STORE12,50169.6
TXN000072,CUST747,,PROD58,Unknown,Unknown,13,767.45,2025-09-09,STORE29,9976.85
TXN000073,CUST95,,PROD170,Unknown,Unknown,73,577.29,2025-09-16,STORE35,42142.17
TXN000074,CUST215,,PROD171,Unknown,Unknown,63,309.79,2025-09-29,STORE28,19516.77
TXN000075,CUST786,,PROD233,Unknown,Unknown,87,653.05,2025-09-29,STORE25,56815.35
TXN000076,CUST844,,PROD427,Unknown,Unknown,57,929.99,2025-09-17,STORE78,53009.43
TXN000077,CUST231,,PROD269,Unknown,Unknown,43,995.69,2025-09-11,STORE69,42814.670000000006
TXN000078,CUST424,,PROD101,Unknown,Unknown,22,543.59,2025-09-20,STORE20,11958.980000000001
TXN000079,CUST209,,PROD282,Unknown,Unknown,40,337.19,2025-09-01,STORE46,13487.6
TXN000080,CUST523,,PROD284,Unknown,Unknown,98,223.39,2025-09-24,STORE55,21892.219999999998
TXN000081,CUST44,,PROD218,Unknown,Unknown,87,654.89,2025-09-19,STORE32,56975.43
TXN000082,CUST861,,PROD129,Unknown,Unknown,70,937.99,2025-09-27,STORE87,65659.3
TXN000083,CUST799,,PROD247,Unknown,Unknown,17,110.2,2025-09-13,STORE7,1873.4
TXN000084,CUST851,,PROD98,Unknown,Unknown,41,275.29,2025-09-25,STORE35,11286.890000000001
TXN000085,CUST59,,PROD29,Unknown,Unknown,80,711.98,2025-09-13,STORE81,56958.4
TXN000086,CUST937,,PROD365,Unknown,Unknown,22,900.09,2025-09-17,STORE69,19801.98
TXN000087,CUST777,,PROD331,Unknown,Unknown,53,164.79,2025-09-21,STORE9,8733.869999999999
TXN000088,CUST80,,PROD116,Unknown,Unknown,74,494.89,2025-09-27,STORE100,36621.86
TXN000089,CUST461,,PROD297,Unknown,Unknown,62,680.85,2025-09-21,STORE80,42212.700000000004
TXN000090,CUST699,,PROD213,Unknown,Unknown,69,303.6,2025-09-29,STORE72,20948.4
TXN000091,CUST733,,PROD106,Unknown,Unknown,30,697.45,2025-09-05,STORE70,20923.5
TXN000092,CUST143,,PROD445,Unknown,Unknown,61,588.89,2025-09-08,STORE91,35922.29
TXN000093,CUST987,,PROD266,Unknown,Unknown,15,960.35,2025-09-29,STORE96,14405.25
TXN000094,CUST720,,PROD148,Unknown,Unknown,14,482.99,2025-08-31,STORE86,6761.860000000001
TXN000095,CUST677,,PROD417,Unknown,Unknown,2,906.96,2025-09-11,STORE5,1813.92
TXN000096,CUST547,,PROD386,Unknown,Unknown,11,326.25,2025-09-10,STORE94,3588.75
TXN000097,CUST877,,PROD271,Unknown,Unknown,51,773.65,2025-09-21,STORE47,39456.15
TXN000098,CUST431,,PROD158,Unknown,Unknown,60,632.59,2025-09-18,STORE33,37955.4
TXN000099,CUST683,,PROD258,Unknown,Unknown,61,108.73,2025-09-15,STORE29,6632.530000000001
TXN000100,CUST341,,PROD417,Unknown,Unknown,90,396.29,2025-09-08,STORE72,35666.1
TXN000101,CUST485,,PROD231,Unknown,Unknown,78,859.69,2025-08-30,STORE85,67055.82
TXN000102,CUST631,,PROD419,Unknown,Unknown,88,600.19,2025-09-22,STORE90,52816.72
TXN000103,CUST724,,PROD30,Unknown,Unknown,12,167.99,2025-09-15,STORE58,2015.88
TXN000104,CUST440,,PROD222,Unknown,Unknown,9,64.09,2025-09-20,STORE63,576.8100000000001
TXN000105,CUST736,,PROD195,Unknown,Unknown,59,597.59,2025-09-16,STORE79,35257.810000000005
TXN000106,CUST952,,PROD484,Unknown,Unknown,19,576.95,2025-09-22,STORE30,10962.050000000001
TXN000107,CUST674,,PROD113,Unknown,Unknown,15,543.29,2025-09-22,STORE78,8149.349999999999
TXN000108,CUST454,,PROD439,Unknown,Unknown,51,437.19,2025-09-22,STORE93,22296.69
TXN000109,CUST59,,PROD492,Unknown,Unknown,71,504.89,2025-09-12,STORE55,35847.19
TXN000110,CUST536,,PROD462,Unknown,Unknown,79,435.39,2025-09-22,STORE7,34395.81
TXN000111,CUST152,,PROD367,Unknown,Unknown,75,161.09,2025-09-01,STORE15,12081.75
TXN000112,CUST933,,PROD66,Unknown,Unknown,2,59.71,2025-09-05,STORE82,119.42
TXN000113,CUST532,,PROD364,Unknown,Unknown,86,434.69,2025-09-18,STORE34,37383.34
TXN000114,CUST110,,PROD203,Unknown,Unknown,1,52.39,2025-09-10,STORE17,52.39
TXN000115,CUST330,,PROD282,Unknown,Unknown,43,978.95,2025-09-07,STORE84,42094.85
TXN000116,CUST70,,PROD120,Unknown,Unknown,5,552.69,2025-09-05,STORE76,2763.4500000000003
TXN000117,CUST589,,PROD342,Unknown,Unknown,85,800.59,2025-09-08,STORE63,68050.15000000001
TXN000118,CUST278,,PROD389,Unknown,Unknown,88,583.49,2025-09-06,STORE55,51347.12
TXN000119,CUST871,,PROD428,Unknown,Unknown,46,166.09,2025-09-24,STORE55,7640.14
TXN000120,CUST707,,PROD59,Unknown,Unknown,2,213.69,2025-09-27,STORE72,427.38
TXN000121,CUST529,,PROD386,Unknown,Unknown,20,470.89,2025-09-10,STORE12,9417.8
TXN000122,CUST358,,PROD236,Unknown,Unknown,74,75.59,2025-09-11,STORE85,5593.66
TXN000123,CUST677,,PROD381,Unknown,Unknown,22,467.19,2025-09-02,STORE70,10278.18
TXN000124,CUST881,,PROD114,Unknown,Unknown,65,282.89,2025-09-24,STORE43,18387.85
TXN000125,CUST626,,PROD123,Unknown,Unknown,67,927.95,2025-08-31,STORE90,62172.65
TXN000126,CUST991,,PROD475,Unknown,Unknown,21,722.69,2025-09-26,STORE69,15176.490000000002
TXN000127,CUST512,,PROD448,Unknown,Unknown,76,354.45,2025-09-17,STORE43,26938.2
TXN000128,CUST585,,PROD385,Unknown,Unknown,94,820.75,2025-09-29,STORE50,77150.5
TXN000129,CUST816,,PROD246,Unknown,Unknown,21,721.19,2025-09-09,STORE74,15144.990000000002
TXN000130,CUST66,,PROD225,Unknown,Unknown,27,406.39,2025-09-05,STORE50,10972.529999999999
TXN000131,CUST721,,PROD326,Unknown,Unknown,79,387.6,2025-09-22,STORE59,30620.4
TXN000132,CUST222,,PROD344,Unknown,Unknown,53,840.69,2025-09-20,STORE61,44556.57
TXN000133,CUST990,,PROD67,Unknown,Unknown,33,591.0,2025-09-02,STORE31,19503.0
TXN000134,CUST131,,PROD143,Unknown,Unknown,93,82.45,2025-09-23,STORE73,7667.85
TXN000135,CUST611,,PROD289,Unknown,Unknown,55,283.79,2025-09-08,STORE27,15608.45
TXN000136,CUST196,,PROD382,Unknown,Unknown,9,388.89,2025-09-15,STORE15,3500.0099999999998
TXN000137,CUST724,,PROD372,Unknown,Unknown,74,631.37,2025-09-02,STORE47,46721.38
TXN000138,CUST113,,PROD137,Unknown,Unknown,39,664.89,2025-09-04,STORE14,25930.71
TXN000139,CUST688,,PROD438,Unknown,Unknown,22,340.39,2025-09-03,STORE62,7488.58
TXN000140,CUST878,,PROD375,Unknown,Unknown,3,687.75,2025-09-15,STORE31,2063.25
TXN000141,CUST156,,PROD128,Unknown,Unknown,23,604.09,2025-09-08,STORE99,13894.070000000002
TXN000142,CUST737,,PROD9,Unknown,Unknown,79,577.29,2025-09-04,STORE82,45605.909999999996
TXN000143,CUST293,,PROD267,Unknown,Unknown,55,269.15,2025-09-20,STORE36,14803.249999999998
TXN000144,CUST410,,PROD169,Unknown,Unknown,65,800.0,2025-09-06,STORE97,52000.0
TXN000145,CUST281,,PROD267,Unknown,Unknown,93,382.89,2025-09-25,STORE40,35608.77
TXN000146,CUST95,,PROD257,Unknown,Unknown,92,506.35,2025-09-23,STORE42,46584.200000000004
TXN000147,CUST282,,PROD419,Unknown,Unknown,81,491.59,2025-09-09,STORE40,39818.79
TXN000148,CUST70,,PROD68,Unknown,Unknown,46,793.65,2025-09-09,STORE71,36507.9
TXN000149,CUST840,,PROD7,Unknown,Unknown,40,40.55,2025-09-26,STORE46,1622.0
TXN000150,CUST435,,PROD405,Unknown,Unknown,23,946.95,2025-09-22,STORE100,21779.850000000002
TXN000151,CUST467,,PROD180,Unknown,Unknown,52,851.19,2025-08-30,STORE64,44261.880000000005
TXN000152,CUST790,,PROD200,Unknown,Unknown,12,280.39,2025-09-04,STORE44,3364.68
TXN000153,CUST236,,PROD19,Unknown,Unknown,53,242.29,2025-09-13,STORE26,12841.369999999999
TXN000154,CUST867,,PROD102,Unknown,Unknown,6,984.69,2025-09-04,STORE67,5908.14
TXN000155,CUST663,,PROD322,Unknown,Unknown,70,18.75,2025-09-08,STORE75,1312.5
TXN000156,CUST508,,PROD95,Unknown,Unknown,25,115.59,2025-09-12,STORE22,2889.75
TXN000157,CUST874,,PROD352,Unknown,Unknown,42,44.59,2025-09-25,STORE96,1872.7800000000002
TXN000158,CUST993,,PROD266,Unknown,Unknown,47,135.6,2025-09-23,STORE13,6373.2
TXN000159,CUST849,,PROD433,Unknown,Unknown,69,794.75,2025-09-08,STORE91,54837.75
TXN000160,CUST883,,PROD108,Unknown,Unknown,89,9.89,2025-09-15,STORE27,880.21
TXN000161,CUST43,,PROD346,Unknown,Unknown,71,905.65,2025-09-28,STORE90,64301.15
TXN000162,CUST386,,PROD46,Unknown,Unknown,90,687.76,2025-09-04,STORE47,61898.4
TXN000163,CUST164,,PROD293,Unknown,Unknown,2,355.15,2025-09-24,STORE92,710.3
TXN000164,CUST997,,PROD223,Unknown,Unknown,52,157.59,2025-09-04,STORE1,8194.68
TXN000165,CUST227,,PROD350,Unknown,Unknown,4,501.75,2025-09-13,STORE88,2007.0
TXN000166,CUST87,,PROD176,Unknown,Unknown,98,943.49,2025-09-10,STORE90,92462.02
TXN000167,CUST58,,PROD162,Unknown,Unknown,22,259.89,2025-09-28,STORE7,5717.58
TXN000168,CUST30,,PROD346,Unknown,Unknown,85,684.79,2025-09-26,STORE64,58207.149999999994
TXN000169,CUST659,,PROD471,Unknown,Unknown,45,649.39,2025-09-20,STORE29,29222.55
TXN000170,CUST599,,PROD491,Unknown,Unknown,23,743.95,2025-09-11,STORE61,17110.850000000002
TXN000171,CUST957,,PROD304,Unknown,Unknown,64,872.1,2025-09-04,STORE69,55814.4
TXN000172,CUST304,,PROD443,Unknown,Unknown,83,386.99,2025-09-09,STORE26,32120.170000000002
TXN000173,CUST127,,PROD378,Unknown,Unknown,29,339.05,2025-09-06,STORE82,9832.45
TXN000174,CUST582,,PROD436,Unknown,Unknown,57,36.55,2025-09-15,STORE38,2083.35
TXN000175,CUST319,,PROD388,Unknown,Unknown,76,931.85,2025-09-03,STORE20,70820.6
TXN000176,CUST468,,PROD478,Unknown,Unknown,46,991.99,2025-08-31,STORE28,45631.54
TXN000177,CUST982,,PROD406,Unknown,Unknown,18,337.49,2025-09-29,STORE34,6074.82
TXN000178,CUST625,,PROD453,Unknown,Unknown,76,823.8,2025-09-17,STORE61,62608.799999999996
TXN000179,CUST422,,PROD433,Unknown,Unknown,25,264.58,2025-09-20,STORE82,6614.5
TXN000180,CUST81,,PROD362,Unknown,Unknown,23,351.85,2025-09-17,STORE64,8092.55
TXN000181,CUST694,,PROD113,Unknown,Unknown,33,292.49,2025-09-16,STORE84,9652.17
TXN000182,CUST55,,PROD107,Unknown,Unknown,42,325.86,2025-09-07,STORE39,13686.12
TXN000183,CUST824,,PROD62,Unknown,Unknown,59,497.89,2025-09-23,STORE88,29375.51
TXN000184,CUST938,,PROD314,Unknown,Unknown,29,914.75,2025-09-02,STORE96,26527.75
TXN000185,CUST831,,PROD480,Unknown,Unknown,79,221.99,2025-08-30,STORE36,17537.21
TXN000186,CUST234,,PROD388,Unknown,Unknown,23,567.4,2025-09-13,STORE62,13050.199999999999
TXN000187,CUST119,,PROD202,Unknown,Unknown,60,998.49,2025-09-21,STORE76,59909.4
TXN000188,CUST772,,PROD214,Unknown,Unknown,72,212.39,2025-09-17,STORE89,15292.079999999998
TXN000189,CUST421,,PROD224,Unknown,Unknown,96,197.75,2025-09-03,STORE66,18984.0
TXN000190,CUST224,,PROD386,Unknown,Unknown,3,479.36,2025-09-12,STORE41,1438.08
TXN000191,CUST423,,PROD240,Unknown,Unknown,14,77.45,2025-08-31,STORE34,1084.3
TXN000192,CUST902,,PROD255,Unknown,Unknown,37,586.59,2025-09-23,STORE40,21703.83
TXN000193,CUST257,,PROD405,Unknown,Unknown,36,10.15,2025-09-02,STORE79,365.40000000000003
TXN000194,CUST797,,PROD414,Unknown,Unknown,32,729.2,2025-09-20,STORE14,23334.4
TXN000195,CUST423,,PROD196,Unknown,Unknown,1,324.39,2025-09-21,STORE91,324.39
TXN000196,CUST574,,PROD59,Unknown,Unknown,35,918.09,2025-09-07,STORE37,32133.15
TXN000197,CUST811,,PROD122,Unknown,Unknown,54,252.89,2025-09-24,STORE37,13656.06
TXN000198,CUST249,,PROD401,Unknown,Unknown,10,617.45,2025-09-19,STORE8,6174.5
TXN000199,CUST260,,PROD57,Unknown,Unknown,79,754.52,2025-09-27,STORE15,59607.08
TXN000200,CUST255,,PROD62,Unknown,Unknown,91,991.75,2025-09-06,STORE19,90249.25
TXN000201,CUST6,,PROD348,Unknown,Unknown,95,751.35,2025-09-05,STORE27,71378.25
TXN000202,CUST878,,PROD259,Unknown,Unknown,20,281.29,2025-09-21,STORE39,5625.8
TXN000203,CUST94,,PROD326,Unknown,Unknown,33,25.05,2025-09-01,STORE68,826.65
TXN000204,CUST172,,PROD352,Unknown,Unknown,71,898.19,2025-09-22,STORE78,63771.490000000005
TXN000205,CUST1,,PROD68,Unknown,Unknown,83,321.95,2025-09-11,STORE77,26721.85
TXN000206,CUST900,,PROD1,Unknown,Unknown,7,845.45,2025-08-31,STORE56,5918.150000000001
TXN000207,CUST997,,PROD249,Unknown,Unknown,98,518.59,2025-09-08,STORE32,50821.82
TXN000208,CUST159,,PROD195,Unknown,Unknown,69,952.15,2025-09-08,STORE6,65698.34999999999
TXN000209,CUST261,,PROD29,Unknown,Unknown,63,20.55,2025-09-12,STORE94,1294.65
TXN000210,CUST216,,PROD246,Unknown,Unknown,82,337.95,2025-09-10,STORE77,27711.899999999998
TXN000211,CUST776,,PROD188,Unknown,Unknown,39,963.4,2025-09-07,STORE17,37572.6
TXN000212,CUST252,,PROD2,Unknown,Unknown,46,778.89,2025-09-06,STORE62,35828.94
TXN000213,CUST784,,PROD193,Unknown,Unknown,58,859.9,2025-08-30,STORE78,49874.2
TXN000214,CUST664,,PROD396,Unknown,Unknown,38,169.49,2025-09-28,STORE94,6440.620000000001
TXN000215,CUST813,,PROD211,Unknown,Unknown,51,420.57,2025-09-24,STORE75,21449.07
TXN000216,CUST474,,PROD359,Unknown,Unknown,96,34.19,2025-09-04,STORE42,3282.24
TXN000217,CUST525,,PROD256,Unknown,Unknown,49,140.89,2025-08-31,STORE86,6903.61
TXN000218,CUST709,,PROD331,Unknown,Unknown,56,978.45,2025-09-02,STORE85,54793.200000000004
TXN000219,CUST890,,PROD336,Unknown,Unknown,88,132.39,2025-09-24,STORE57,11650.32
TXN000220,CUST729,,PROD228,Unknown,Unknown,97,560.6,2025-09-24,STORE54,54378.200000000004
TXN000221,CUST659,,PROD227,Unknown,Unknown,26,146.5,2025-09-26,STORE59,3809.0
TXN000222,CUST901,,PROD161,Unknown,Unknown,27,830.79,2025-09-27,STORE73,22431.329999999998
TXN000223,CUST829,,PROD484,Unknown,Unknown,58,990.69,2025-09-24,STORE40,57460.020000000004
TXN000224,CUST876,,PROD229,Unknown,Unknown,89,805.35,2025-09-06,STORE93,71676.15000000001
TXN000225,CUST227,,PROD392,Unknown,Unknown,48,974.05,2025-09-28,STORE1,46754.399999999994
TXN000226,CUST223,,PROD49,Unknown,Unknown,31,517.49,2025-09-07,STORE35,16042.19
TXN000227,CUST680,,PROD81,Unknown,Unknown,42,45.79,2025-09-17,STORE56,1923.18
TXN000228,CUST270,,PROD301,Unknown,Unknown,33,530.09,2025-09-24,STORE75,17492.97
TXN000229,CUST991,,PROD128,Unknown,Unknown,13,677.99,2025-09-08,STORE95,8813.87
TXN000230,CUST864,,PROD439,Unknown,Unknown,39,427.49,2025-09-04,STORE93,16672.11
TXN000231,CUST895,,PROD454,Unknown,Unknown,12,327.89,2025-08-31,STORE8,3934.68
TXN000232,CUST475,,PROD239,Unknown,Unknown,32,748.35,2025-09-09,STORE81,23947.2
TXN000233,CUST132,,PROD189,Unknown,Unknown,97,281.89,2025-09-10,STORE38,27343.329999999998
TXN000234,CUST237,,PROD176,Unknown,Unknown,30,259.33,2025-09-16,STORE91,7779.9
TXN000235,CUST248,,PROD411,Unknown,Unknown,22,408.95,2025-09-15,STORE21,8996.9
TXN000236,CUST484,,PROD139,Unknown,Unknown,84,802.2,2025-09-24,STORE3,67384.8
TXN000237,CUST70,,PROD455,Unknown,Unknown,52,117.6,2025-09-03,STORE12,6115.2
TXN000238,CUST395,,PROD465,Unknown,Unknown,40,236.79,2025-09-18,STORE54,9471.6
TXN000239,CUST689,,PROD462,Unknown,Unknown,79,397.75,2025-09-28,STORE56,31422.25
TXN000240,CUST483,,PROD50,Unknown,Unknown,79,223.65,2025-09-06,STORE63,17668.350000000002
TXN000241,CUST858,,PROD414,Unknown,Unknown,50,172.89,2025-09-12,STORE32,8644.5
TXN000242,CUST394,,PROD216,Unknown,Unknown,43,516.75,2025-09-12,STORE37,22220.25
TXN000243,CUST203,,PROD331,Unknown,Unknown,17,579.29,2025-09-15,STORE64,9847.93
TXN000244,CUST224,,PROD150,Unknown,Unknown,50,369.69,2025-09-02,STORE49,18484.5
TXN000245,CUST803,,PROD461,Unknown,Unknown,9,933.69,2025-09-11,STORE79,8403.210000000001
TXN000246,CUST561,,PROD414,Unknown,Unknown,5,810.09,2025-09-22,STORE42,4050.4500000000003
TXN000247,CUST405,,PROD433,Unknown,Unknown,74,488.99,2025-09-12,STORE70,36185.26
TXN000248,CUST760,,PROD405,Unknown,Unknown,79,621.39,2025-09-03,STORE4,49089.81
TXN000249,CUST90,,PROD370,Unknown,Unknown,19,6.53,2025-09-02,STORE18,124.07000000000001
TXN000250,CUST448,,PROD372,Unknown,Unknown,80,455.89,2025-09-08,STORE84,36471.2
TXN000251,CUST587,,PROD141,Unknown,Unknown,53,903.85,2025-09-17,STORE5,47904.05
TXN000252,CUST474,,PROD288,Unknown,Unknown,43,357.79,2025-09-13,STORE68,15384.970000000001
TXN000253,CUST869,,PROD209,Unknown,Unknown,61,751.75,2025-09-04,STORE60,45856.75
TXN000254,CUST19,,PROD348,Unknown,Unknown,60,372.55,2025-09-16,STORE46,22353.0
TXN000255,CUST332,,PROD103,Unknown,Unknown,19,310.05,2025-09-02,STORE58,5890.95
TXN000256,CUST724,,PROD158,Unknown,Unknown,39,39.29,2025-09-19,STORE44,1532.31
TXN000257,CUST980,,PROD98,Unknown,Unknown,67,764.79,2025-08-31,STORE11,51240.93
TXN000258,CUST424,,PROD306,Unknown,Unknown,9,159.05,2025-09-16,STORE90,1431.45
TXN000259,CUST394,,PROD57,Unknown,Unknown,39,370.09,2025-09-12,STORE31,14433.509999999998
TXN000260,CUST773,,PROD133,Unknown,Unknown,37,672.39,2025-09-15,STORE78,24878.43
TXN000261,CUST701,,PROD344,Unknown,Unknown,24,450.15,2025-09-02,STORE48,10803.599999999999
TXN000262,CUST166,,PROD243,Unknown,Unknown,14,567.09,2025-08-31,STORE68,7939.26
TXN000263,CUST632,,PROD214,Unknown,Unknown,11,269.19,2025-09-03,STORE5,2961.09
TXN000264,CUST580,,PROD414,Unknown,Unknown,50,656.09,2025-09-19,STORE97,32804.5
TXN000265,CUST763,,PROD330,Unknown,Unknown,29,972.49,2025-09-24,STORE73,28202.21
TXN000266,CUST908,,PROD115,Unknown,Unknown,95,149.09,2025-09-19,STORE91,14163.550000000001
TXN000267,CUST853,,PROD359,Unknown,Unknown,17,618.35,2025-09-15,STORE96,10511.95
TXN000268,CUST264,,PROD484,Unknown,Unknown,8,870.95,2025-09-26,STORE17,6967.6
TXN000269,CUST43,,PROD370,Unknown,Unknown,54,812.49,2025-09-05,STORE87,43874.46
TXN000270,CUST490,,PROD257,Unknown,Unknown,87,342.89,2025-09-11,STORE60,29831.43
TXN000271,CUST586,,PROD345,Unknown,Unknown,29,260.71,2025-09-21,STORE53,7560.589999999999
TXN000272,CUST859,,PROD488,Unknown,Unknown,62,258.55,2025-09-04,STORE38,16030.1
TXN000273,CUST983,,PROD361,Unknown,Unknown,36,312.69,2025-08-31,STORE53,11256.84
TXN000274,CUST137,,PROD9,Unknown,Unknown,50,36.45,2025-09-16,STORE76,1822.5000000000002
